                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    171,                 1.4561,                 2.0696,                 1.2923,                0.86864,                    0.5,                0.52948,                 0.2532,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    172,                0.93483,                 1.2629,                 1.0712,                0.86864,                    0.5,                0.52948,                 0.2532,                      0,                    inf,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.93719,                 1.3226,                 1.1007,                0.86864,                    0.5,                0.52948,                 0.2532,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    174,                 1.1488,                 1.3644,                 0.9957,                0.86864,                    0.5,                0.52948,                 0.2532,                      0,                    inf,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                0.99443,                 1.4285,                 1.0129,                0.86259,                    0.5,                0.50782,                0.25147,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    176,                 1.1638,                 2.4374,                 1.4969,                0.86259,                    0.5,                0.50782,                0.25147,                      0,                    inf,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.2551,                 1.4968,                 1.7132,                0.86259,                    0.5,                0.50782,                0.25147,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    178,                 1.4182,                 2.0329,                 1.1103,                0.86259,                    0.5,                0.50782,                0.25147,                      0,                    inf,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.1396,                 1.2498,                 1.1091,                0.75047,                    0.5,                0.50833,                0.18975,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.68179,                 1.2918,                0.87673,                0.75047,                    0.5,                0.50833,                0.18975,                      0,                    inf,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.0443,                 2.9134,                 1.1164,                0.75047,                    0.5,                0.50833,                0.18975,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                   1.26,                 1.5092,                 1.1878,                0.75047,                    0.5,                0.50833,                0.18975,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.93802,                 1.5477,                 0.8155,                0.49836,                    0.5,                0.50676,                0.19042,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                  1.369,                 1.4145,                 1.2423,                0.49836,                    0.5,                0.50676,                0.19042,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.1542,                 1.3521,                 1.0819,                0.49836,                    0.5,                0.50676,                0.19042,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                 0.9073,                 1.2092,                 1.1587,                0.49836,                    0.5,                0.50676,                0.19042,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2201,                 2.2842,                 1.6295,                0.41272,                    0.5,                 0.2594,                0.09441,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                0.78265,                 1.8144,                 1.1925,                0.41272,                    0.5,                 0.2594,                0.09441,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.0573,                 1.2328,                 1.1723,                0.41272,                    0.5,                 0.2594,                0.09441,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                 1.1857,                 2.3345,                 1.3993,                0.41272,                    0.5,                 0.2594,                0.09441,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                0.96759,                  2.144,                 1.2044,                0.33084,                    0.5,                0.25803,                 0.1022,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                 1.5537,                 2.2548,                 2.0471,                0.33084,                    0.5,                0.25803,                 0.1022,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                0.81062,                 1.6573,                 1.2919,                0.33084,                    0.5,                0.25803,                 0.1022,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                 1.2941,                 2.8943,                 1.6852,                0.33084,                    0.5,                0.25803,                 0.1022,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                  1.196,                 2.2538,                 1.5309,                0.31002,                    0.5,                0.17355,                0.08512,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                0.76318,                 1.7892,                 1.3139,                0.31002,                    0.5,                0.17355,                0.08512,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.89612,                  1.854,                 1.2581,                0.31002,                    0.5,                0.17355,                0.08512,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                 1.1398,                 1.9149,                 1.4729,                0.31002,                    0.5,                0.17355,                0.08512,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                  1.026,                 1.7166,                 1.1176,                0.31297,                    0.5,                0.17269,                0.08478,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
